,block,block_id,parameter,address,parameter_name,access,size_byte,default_value,param_mask,param_shift,max_value
214,ZESUPPRESS,2,ZS_mask_i_26,0x05dc,ZESUPPRESS_02_ZS_mask_i_26,RW,3,0x0,1,22,1
216,ZESUPPRESS,2,ZS_lambda_27,0x05dd,ZESUPPRESS_02_ZS_lambda_27,RW,3,0x0,127,0,127
217,ZESUPPRESS,2,ZS_kapa_27,0x05dd,ZESUPPRESS_02_ZS_kapa_27,RW,3,0x0,63,7,63
219,ZESUPPRESS,2,ZS_c_i_27,0x05de,ZESUPPRESS_02_ZS_c_i_27,RW,3,0x0,255,13,255
221,ZESUPPRESS,2,ZS_pass_i_27,0x05df,ZESUPPRESS_02_ZS_pass_i_27,RW,3,0x0,1,21,1
222,ZESUPPRESS,2,ZS_mask_i_27,0x05df,ZESUPPRESS_02_ZS_mask_i_27,RW,3,0x0,1,22,1
224,ZESUPPRESS,2,ZS_lambda_28,0x05e0,ZESUPPRESS_02_ZS_lambda_28,RW,3,0x0,127,0,127
225,ZESUPPRESS,2,ZS_kapa_28,0x05e0,ZESUPPRESS_02_ZS_kapa_28,RW,3,0x0,63,7,63
227,ZESUPPRESS,2,ZS_c_i_28,0x05e1,ZESUPPRESS_02_ZS_c_i_28,RW,3,0x0,255,13,255
229,ZESUPPRESS,2,ZS_pass_i_28,0x05e2,ZESUPPRESS_02_ZS_pass_i_28,RW,3,0x0,1,21,1
230,ZESUPPRESS,2,ZS_mask_i_28,0x05e2,ZESUPPRESS_02_ZS_mask_i_28,RW,3,0x0,1,22,1
232,ZESUPPRESS,2,ZS_lambda_29,0x05e3,ZESUPPRESS_02_ZS_lambda_29,RW,3,0x0,127,0,127
233,ZESUPPRESS,2,ZS_kapa_29,0x05e3,ZESUPPRESS_02_ZS_kapa_29,RW,3,0x0,63,7,63
235,ZESUPPRESS,2,ZS_c_i_29,0x05e4,ZESUPPRESS_02_ZS_c_i_29,RW,3,0x0,255,13,255
237,ZESUPPRESS,2,ZS_pass_i_29,0x05e5,ZESUPPRESS_02_ZS_pass_i_29,RW,3,0x0,1,21,1
238,ZESUPPRESS,2,ZS_mask_i_29,0x05e5,ZESUPPRESS_02_ZS_mask_i_29,RW,3,0x0,1,22,1
240,ZESUPPRESS,2,ZS_lambda_30,0x05e6,ZESUPPRESS_02_ZS_lambda_30,RW,3,0x0,127,0,127
241,ZESUPPRESS,2,ZS_kapa_30,0x05e6,ZESUPPRESS_02_ZS_kapa_30,RW,3,0x0,63,7,63
243,ZESUPPRESS,2,ZS_c_i_30,0x05e7,ZESUPPRESS_02_ZS_c_i_30,RW,3,0x0,255,13,255
245,ZESUPPRESS,2,ZS_pass_i_30,0x05e8,ZESUPPRESS_02_ZS_pass_i_30,RW,3,0x0,1,21,1
246,ZESUPPRESS,2,ZS_mask_i_30,0x05e8,ZESUPPRESS_02_ZS_mask_i_30,RW,3,0x0,1,22,1
248,ZESUPPRESS,2,ZS_lambda_31,0x05e9,ZESUPPRESS_02_ZS_lambda_31,RW,3,0x0,127,0,127
249,ZESUPPRESS,2,ZS_kapa_31,0x05e9,ZESUPPRESS_02_ZS_kapa_31,RW,3,0x0,63,7,63
251,ZESUPPRESS,2,ZS_c_i_31,0x05ea,ZESUPPRESS_02_ZS_c_i_31,RW,3,0x0,255,13,255
253,ZESUPPRESS,2,ZS_pass_i_31,0x05eb,ZESUPPRESS_02_ZS_pass_i_31,RW,3,0x0,1,21,1
254,ZESUPPRESS,2,ZS_mask_i_31,0x05eb,ZESUPPRESS_02_ZS_mask_i_31,RW,3,0x0,1,22,1
256,ZESUPPRESS,2,ZS_lambda_32,0x05ec,ZESUPPRESS_02_ZS_lambda_32,RW,3,0x0,127,0,127
257,ZESUPPRESS,2,ZS_kapa_32,0x05ec,ZESUPPRESS_02_ZS_kapa_32,RW,3,0x0,63,7,63
259,ZESUPPRESS,2,ZS_c_i_32,0x05ed,ZESUPPRESS_02_ZS_c_i_32,RW,3,0x0,255,13,255
261,ZESUPPRESS,2,ZS_pass_i_32,0x05ee,ZESUPPRESS_02_ZS_pass_i_32,RW,3,0x0,1,21,1
262,ZESUPPRESS,2,ZS_mask_i_32,0x05ee,ZESUPPRESS_02_ZS_mask_i_32,RW,3,0x0,1,22,1
264,ZESUPPRESS,2,ZS_lambda_33,0x05ef,ZESUPPRESS_02_ZS_lambda_33,RW,3,0x0,127,0,127
265,ZESUPPRESS,2,ZS_kapa_33,0x05ef,ZESUPPRESS_02_ZS_kapa_33,RW,3,0x0,63,7,63
267,ZESUPPRESS,2,ZS_c_i_33,0x05f0,ZESUPPRESS_02_ZS_c_i_33,RW,3,0x0,255,13,255
269,ZESUPPRESS,2,ZS_pass_i_33,0x05f1,ZESUPPRESS_02_ZS_pass_i_33,RW,3,0x0,1,21,1
270,ZESUPPRESS,2,ZS_mask_i_33,0x05f1,ZESUPPRESS_02_ZS_mask_i_33,RW,3,0x0,1,22,1
272,ZESUPPRESS,2,ZS_lambda_34,0x05f2,ZESUPPRESS_02_ZS_lambda_34,RW,3,0x0,127,0,127
273,ZESUPPRESS,2,ZS_kapa_34,0x05f2,ZESUPPRESS_02_ZS_kapa_34,RW,3,0x0,63,7,63
275,ZESUPPRESS,2,ZS_c_i_34,0x05f3,ZESUPPRESS_02_ZS_c_i_34,RW,3,0x0,255,13,255
277,ZESUPPRESS,2,ZS_pass_i_34,0x05f4,ZESUPPRESS_02_ZS_pass_i_34,RW,3,0x0,1,21,1
278,ZESUPPRESS,2,ZS_mask_i_34,0x05f4,ZESUPPRESS_02_ZS_mask_i_34,RW,3,0x0,1,22,1
280,ZESUPPRESS,2,ZS_lambda_35,0x05f5,ZESUPPRESS_02_ZS_lambda_35,RW,3,0x0,127,0,127
281,ZESUPPRESS,2,ZS_kapa_35,0x05f5,ZESUPPRESS_02_ZS_kapa_35,RW,3,0x0,63,7,63
283,ZESUPPRESS,2,ZS_c_i_35,0x05f6,ZESUPPRESS_02_ZS_c_i_35,RW,3,0x0,255,13,255
285,ZESUPPRESS,2,ZS_pass_i_35,0x05f7,ZESUPPRESS_02_ZS_pass_i_35,RW,3,0x0,1,21,1
286,ZESUPPRESS,2,ZS_mask_i_35,0x05f7,ZESUPPRESS_02_ZS_mask_i_35,RW,3,0x0,1,22,1
288,ZESUPPRESS,2,ZS_lambda_36,0x05f8,ZESUPPRESS_02_ZS_lambda_36,RW,3,0x0,127,0,127
289,ZESUPPRESS,2,ZS_kapa_36,0x05f8,ZESUPPRESS_02_ZS_kapa_36,RW,3,0x0,63,7,63
291,ZESUPPRESS,2,ZS_c_i_36,0x05f9,ZESUPPRESS_02_ZS_c_i_36,RW,3,0x0,255,13,255
293,ZESUPPRESS,2,ZS_pass_i_36,0x05fa,ZESUPPRESS_02_ZS_pass_i_36,RW,3,0x0,1,21,1
294,ZESUPPRESS,2,ZS_mask_i_36,0x05fa,ZESUPPRESS_02_ZS_mask_i_36,RW,3,0x0,1,22,1
0,ZESUPPRESS,3,ZS_lambda_00,0x05fb,ZESUPPRESS_03_ZS_lambda_00,RW,3,0x0,127,0,127
1,ZESUPPRESS,3,ZS_kapa_00,0x05fb,ZESUPPRESS_03_ZS_kapa_00,RW,3,0x0,63,7,63
3,ZESUPPRESS,3,ZS_c_i_00,0x05fc,ZESUPPRESS_03_ZS_c_i_00,RW,3,0x0,255,13,255
5,ZESUPPRESS,3,ZS_pass_i_00,0x05fd,ZESUPPRESS_03_ZS_pass_i_00,RW,3,0x0,1,21,1
6,ZESUPPRESS,3,ZS_mask_i_00,0x05fd,ZESUPPRESS_03_ZS_mask_i_00,RW,3,0x0,1,22,1
8,ZESUPPRESS,3,ZS_lambda_01,0x05fe,ZESUPPRESS_03_ZS_lambda_01,RW,3,0x0,127,0,127
9,ZESUPPRESS,3,ZS_kapa_01,0x05fe,ZESUPPRESS_03_ZS_kapa_01,RW,3,0x0,63,7,63
11,ZESUPPRESS,3,ZS_c_i_01,0x05ff,ZESUPPRESS_03_ZS_c_i_01,RW,3,0x0,255,13,255
13,ZESUPPRESS,3,ZS_pass_i_01,0x0600,ZESUPPRESS_03_ZS_pass_i_01,RW,3,0x0,1,21,1
14,ZESUPPRESS,3,ZS_mask_i_01,0x0600,ZESUPPRESS_03_ZS_mask_i_01,RW,3,0x0,1,22,1
16,ZESUPPRESS,3,ZS_lambda_02,0x0601,ZESUPPRESS_03_ZS_lambda_02,RW,3,0x0,127,0,127
17,ZESUPPRESS,3,ZS_kapa_02,0x0601,ZESUPPRESS_03_ZS_kapa_02,RW,3,0x0,63,7,63
19,ZESUPPRESS,3,ZS_c_i_02,0x0602,ZESUPPRESS_03_ZS_c_i_02,RW,3,0x0,255,13,255
21,ZESUPPRESS,3,ZS_pass_i_02,0x0603,ZESUPPRESS_03_ZS_pass_i_02,RW,3,0x0,1,21,1
22,ZESUPPRESS,3,ZS_mask_i_02,0x0603,ZESUPPRESS_03_ZS_mask_i_02,RW,3,0x0,1,22,1
24,ZESUPPRESS,3,ZS_lambda_03,0x0604,ZESUPPRESS_03_ZS_lambda_03,RW,3,0x0,127,0,127
25,ZESUPPRESS,3,ZS_kapa_03,0x0604,ZESUPPRESS_03_ZS_kapa_03,RW,3,0x0,63,7,63
27,ZESUPPRESS,3,ZS_c_i_03,0x0605,ZESUPPRESS_03_ZS_c_i_03,RW,3,0x0,255,13,255
29,ZESUPPRESS,3,ZS_pass_i_03,0x0606,ZESUPPRESS_03_ZS_pass_i_03,RW,3,0x0,1,21,1
30,ZESUPPRESS,3,ZS_mask_i_03,0x0606,ZESUPPRESS_03_ZS_mask_i_03,RW,3,0x0,1,22,1
32,ZESUPPRESS,3,ZS_lambda_04,0x0607,ZESUPPRESS_03_ZS_lambda_04,RW,3,0x0,127,0,127
33,ZESUPPRESS,3,ZS_kapa_04,0x0607,ZESUPPRESS_03_ZS_kapa_04,RW,3,0x0,63,7,63
35,ZESUPPRESS,3,ZS_c_i_04,0x0608,ZESUPPRESS_03_ZS_c_i_04,RW,3,0x0,255,13,255
37,ZESUPPRESS,3,ZS_pass_i_04,0x0609,ZESUPPRESS_03_ZS_pass_i_04,RW,3,0x0,1,21,1
38,ZESUPPRESS,3,ZS_mask_i_04,0x0609,ZESUPPRESS_03_ZS_mask_i_04,RW,3,0x0,1,22,1
40,ZESUPPRESS,3,ZS_lambda_05,0x060a,ZESUPPRESS_03_ZS_lambda_05,RW,3,0x0,127,0,127
41,ZESUPPRESS,3,ZS_kapa_05,0x060a,ZESUPPRESS_03_ZS_kapa_05,RW,3,0x0,63,7,63
43,ZESUPPRESS,3,ZS_c_i_05,0x060b,ZESUPPRESS_03_ZS_c_i_05,RW,3,0x0,255,13,255
45,ZESUPPRESS,3,ZS_pass_i_05,0x060c,ZESUPPRESS_03_ZS_pass_i_05,RW,3,0x0,1,21,1
46,ZESUPPRESS,3,ZS_mask_i_05,0x060c,ZESUPPRESS_03_ZS_mask_i_05,RW,3,0x0,1,22,1
48,ZESUPPRESS,3,ZS_lambda_06,0x060d,ZESUPPRESS_03_ZS_lambda_06,RW,3,0x0,127,0,127
49,ZESUPPRESS,3,ZS_kapa_06,0x060d,ZESUPPRESS_03_ZS_kapa_06,RW,3,0x0,63,7,63
51,ZESUPPRESS,3,ZS_c_i_06,0x060e,ZESUPPRESS_03_ZS_c_i_06,RW,3,0x0,255,13,255
53,ZESUPPRESS,3,ZS_pass_i_06,0x060f,ZESUPPRESS_03_ZS_pass_i_06,RW,3,0x0,1,21,1
54,ZESUPPRESS,3,ZS_mask_i_06,0x060f,ZESUPPRESS_03_ZS_mask_i_06,RW,3,0x0,1,22,1
56,ZESUPPRESS,3,ZS_lambda_07,0x0610,ZESUPPRESS_03_ZS_lambda_07,RW,3,0x0,127,0,127
57,ZESUPPRESS,3,ZS_kapa_07,0x0610,ZESUPPRESS_03_ZS_kapa_07,RW,3,0x0,63,7,63
59,ZESUPPRESS,3,ZS_c_i_07,0x0611,ZESUPPRESS_03_ZS_c_i_07,RW,3,0x0,255,13,255
61,ZESUPPRESS,3,ZS_pass_i_07,0x0612,ZESUPPRESS_03_ZS_pass_i_07,RW,3,0x0,1,21,1
62,ZESUPPRESS,3,ZS_mask_i_07,0x0612,ZESUPPRESS_03_ZS_mask_i_07,RW,3,0x0,1,22,1
64,ZESUPPRESS,3,ZS_lambda_08,0x0613,ZESUPPRESS_03_ZS_lambda_08,RW,3,0x0,127,0,127
65,ZESUPPRESS,3,ZS_kapa_08,0x0613,ZESUPPRESS_03_ZS_kapa_08,RW,3,0x0,63,7,63
67,ZESUPPRESS,3,ZS_c_i_08,0x0614,ZESUPPRESS_03_ZS_c_i_08,RW,3,0x0,255,13,255
69,ZESUPPRESS,3,ZS_pass_i_08,0x0615,ZESUPPRESS_03_ZS_pass_i_08,RW,3,0x0,1,21,1
70,ZESUPPRESS,3,ZS_mask_i_08,0x0615,ZESUPPRESS_03_ZS_mask_i_08,RW,3,0x0,1,22,1
72,ZESUPPRESS,3,ZS_lambda_09,0x0616,ZESUPPRESS_03_ZS_lambda_09,RW,3,0x0,127,0,127
73,ZESUPPRESS,3,ZS_kapa_09,0x0616,ZESUPPRESS_03_ZS_kapa_09,RW,3,0x0,63,7,63
75,ZESUPPRESS,3,ZS_c_i_09,0x0617,ZESUPPRESS_03_ZS_c_i_09,RW,3,0x0,255,13,255
77,ZESUPPRESS,3,ZS_pass_i_09,0x0618,ZESUPPRESS_03_ZS_pass_i_09,RW,3,0x0,1,21,1
78,ZESUPPRESS,3,ZS_mask_i_09,0x0618,ZESUPPRESS_03_ZS_mask_i_09,RW,3,0x0,1,22,1
80,ZESUPPRESS,3,ZS_lambda_10,0x0619,ZESUPPRESS_03_ZS_lambda_10,RW,3,0x0,127,0,127
81,ZESUPPRESS,3,ZS_kapa_10,0x0619,ZESUPPRESS_03_ZS_kapa_10,RW,3,0x0,63,7,63
83,ZESUPPRESS,3,ZS_c_i_10,0x061a,ZESUPPRESS_03_ZS_c_i_10,RW,3,0x0,255,13,255
85,ZESUPPRESS,3,ZS_pass_i_10,0x061b,ZESUPPRESS_03_ZS_pass_i_10,RW,3,0x0,1,21,1
86,ZESUPPRESS,3,ZS_mask_i_10,0x061b,ZESUPPRESS_03_ZS_mask_i_10,RW,3,0x0,1,22,1
88,ZESUPPRESS,3,ZS_lambda_11,0x061c,ZESUPPRESS_03_ZS_lambda_11,RW,3,0x0,127,0,127
89,ZESUPPRESS,3,ZS_kapa_11,0x061c,ZESUPPRESS_03_ZS_kapa_11,RW,3,0x0,63,7,63
91,ZESUPPRESS,3,ZS_c_i_11,0x061d,ZESUPPRESS_03_ZS_c_i_11,RW,3,0x0,255,13,255
93,ZESUPPRESS,3,ZS_pass_i_11,0x061e,ZESUPPRESS_03_ZS_pass_i_11,RW,3,0x0,1,21,1
94,ZESUPPRESS,3,ZS_mask_i_11,0x061e,ZESUPPRESS_03_ZS_mask_i_11,RW,3,0x0,1,22,1
96,ZESUPPRESS,3,ZS_lambda_12,0x061f,ZESUPPRESS_03_ZS_lambda_12,RW,3,0x0,127,0,127
97,ZESUPPRESS,3,ZS_kapa_12,0x061f,ZESUPPRESS_03_ZS_kapa_12,RW,3,0x0,63,7,63
99,ZESUPPRESS,3,ZS_c_i_12,0x0620,ZESUPPRESS_03_ZS_c_i_12,RW,3,0x0,255,13,255
101,ZESUPPRESS,3,ZS_pass_i_12,0x0621,ZESUPPRESS_03_ZS_pass_i_12,RW,3,0x0,1,21,1
102,ZESUPPRESS,3,ZS_mask_i_12,0x0621,ZESUPPRESS_03_ZS_mask_i_12,RW,3,0x0,1,22,1
104,ZESUPPRESS,3,ZS_lambda_13,0x0622,ZESUPPRESS_03_ZS_lambda_13,RW,3,0x0,127,0,127
105,ZESUPPRESS,3,ZS_kapa_13,0x0622,ZESUPPRESS_03_ZS_kapa_13,RW,3,0x0,63,7,63
107,ZESUPPRESS,3,ZS_c_i_13,0x0623,ZESUPPRESS_03_ZS_c_i_13,RW,3,0x0,255,13,255
109,ZESUPPRESS,3,ZS_pass_i_13,0x0624,ZESUPPRESS_03_ZS_pass_i_13,RW,3,0x0,1,21,1
110,ZESUPPRESS,3,ZS_mask_i_13,0x0624,ZESUPPRESS_03_ZS_mask_i_13,RW,3,0x0,1,22,1
112,ZESUPPRESS,3,ZS_lambda_14,0x0625,ZESUPPRESS_03_ZS_lambda_14,RW,3,0x0,127,0,127
113,ZESUPPRESS,3,ZS_kapa_14,0x0625,ZESUPPRESS_03_ZS_kapa_14,RW,3,0x0,63,7,63
115,ZESUPPRESS,3,ZS_c_i_14,0x0626,ZESUPPRESS_03_ZS_c_i_14,RW,3,0x0,255,13,255
117,ZESUPPRESS,3,ZS_pass_i_14,0x0627,ZESUPPRESS_03_ZS_pass_i_14,RW,3,0x0,1,21,1
118,ZESUPPRESS,3,ZS_mask_i_14,0x0627,ZESUPPRESS_03_ZS_mask_i_14,RW,3,0x0,1,22,1
120,ZESUPPRESS,3,ZS_lambda_15,0x0628,ZESUPPRESS_03_ZS_lambda_15,RW,3,0x0,127,0,127
121,ZESUPPRESS,3,ZS_kapa_15,0x0628,ZESUPPRESS_03_ZS_kapa_15,RW,3,0x0,63,7,63
123,ZESUPPRESS,3,ZS_c_i_15,0x0629,ZESUPPRESS_03_ZS_c_i_15,RW,3,0x0,255,13,255
125,ZESUPPRESS,3,ZS_pass_i_15,0x062a,ZESUPPRESS_03_ZS_pass_i_15,RW,3,0x0,1,21,1
126,ZESUPPRESS,3,ZS_mask_i_15,0x062a,ZESUPPRESS_03_ZS_mask_i_15,RW,3,0x0,1,22,1
128,ZESUPPRESS,3,ZS_lambda_16,0x062b,ZESUPPRESS_03_ZS_lambda_16,RW,3,0x0,127,0,127
129,ZESUPPRESS,3,ZS_kapa_16,0x062b,ZESUPPRESS_03_ZS_kapa_16,RW,3,0x0,63,7,63
131,ZESUPPRESS,3,ZS_c_i_16,0x062c,ZESUPPRESS_03_ZS_c_i_16,RW,3,0x0,255,13,255
133,ZESUPPRESS,3,ZS_pass_i_16,0x062d,ZESUPPRESS_03_ZS_pass_i_16,RW,3,0x0,1,21,1
134,ZESUPPRESS,3,ZS_mask_i_16,0x062d,ZESUPPRESS_03_ZS_mask_i_16,RW,3,0x0,1,22,1
136,ZESUPPRESS,3,ZS_lambda_17,0x062e,ZESUPPRESS_03_ZS_lambda_17,RW,3,0x0,127,0,127
137,ZESUPPRESS,3,ZS_kapa_17,0x062e,ZESUPPRESS_03_ZS_kapa_17,RW,3,0x0,63,7,63
139,ZESUPPRESS,3,ZS_c_i_17,0x062f,ZESUPPRESS_03_ZS_c_i_17,RW,3,0x0,255,13,255
141,ZESUPPRESS,3,ZS_pass_i_17,0x0630,ZESUPPRESS_03_ZS_pass_i_17,RW,3,0x0,1,21,1
142,ZESUPPRESS,3,ZS_mask_i_17,0x0630,ZESUPPRESS_03_ZS_mask_i_17,RW,3,0x0,1,22,1
144,ZESUPPRESS,3,ZS_lambda_18,0x0631,ZESUPPRESS_03_ZS_lambda_18,RW,3,0x0,127,0,127
145,ZESUPPRESS,3,ZS_kapa_18,0x0631,ZESUPPRESS_03_ZS_kapa_18,RW,3,0x0,63,7,63
147,ZESUPPRESS,3,ZS_c_i_18,0x0632,ZESUPPRESS_03_ZS_c_i_18,RW,3,0x0,255,13,255
149,ZESUPPRESS,3,ZS_pass_i_18,0x0633,ZESUPPRESS_03_ZS_pass_i_18,RW,3,0x0,1,21,1
150,ZESUPPRESS,3,ZS_mask_i_18,0x0633,ZESUPPRESS_03_ZS_mask_i_18,RW,3,0x0,1,22,1
152,ZESUPPRESS,3,ZS_lambda_19,0x0634,ZESUPPRESS_03_ZS_lambda_19,RW,3,0x0,127,0,127
153,ZESUPPRESS,3,ZS_kapa_19,0x0634,ZESUPPRESS_03_ZS_kapa_19,RW,3,0x0,63,7,63
155,ZESUPPRESS,3,ZS_c_i_19,0x0635,ZESUPPRESS_03_ZS_c_i_19,RW,3,0x0,255,13,255
157,ZESUPPRESS,3,ZS_pass_i_19,0x0636,ZESUPPRESS_03_ZS_pass_i_19,RW,3,0x0,1,21,1
158,ZESUPPRESS,3,ZS_mask_i_19,0x0636,ZESUPPRESS_03_ZS_mask_i_19,RW,3,0x0,1,22,1
160,ZESUPPRESS,3,ZS_lambda_20,0x0637,ZESUPPRESS_03_ZS_lambda_20,RW,3,0x0,127,0,127
161,ZESUPPRESS,3,ZS_kapa_20,0x0637,ZESUPPRESS_03_ZS_kapa_20,RW,3,0x0,63,7,63
163,ZESUPPRESS,3,ZS_c_i_20,0x0638,ZESUPPRESS_03_ZS_c_i_20,RW,3,0x0,255,13,255
165,ZESUPPRESS,3,ZS_pass_i_20,0x0639,ZESUPPRESS_03_ZS_pass_i_20,RW,3,0x0,1,21,1
166,ZESUPPRESS,3,ZS_mask_i_20,0x0639,ZESUPPRESS_03_ZS_mask_i_20,RW,3,0x0,1,22,1
168,ZESUPPRESS,3,ZS_lambda_21,0x063a,ZESUPPRESS_03_ZS_lambda_21,RW,3,0x0,127,0,127
169,ZESUPPRESS,3,ZS_kapa_21,0x063a,ZESUPPRESS_03_ZS_kapa_21,RW,3,0x0,63,7,63
171,ZESUPPRESS,3,ZS_c_i_21,0x063b,ZESUPPRESS_03_ZS_c_i_21,RW,3,0x0,255,13,255
173,ZESUPPRESS,3,ZS_pass_i_21,0x063c,ZESUPPRESS_03_ZS_pass_i_21,RW,3,0x0,1,21,1
174,ZESUPPRESS,3,ZS_mask_i_21,0x063c,ZESUPPRESS_03_ZS_mask_i_21,RW,3,0x0,1,22,1
176,ZESUPPRESS,3,ZS_lambda_22,0x063d,ZESUPPRESS_03_ZS_lambda_22,RW,3,0x0,127,0,127
177,ZESUPPRESS,3,ZS_kapa_22,0x063d,ZESUPPRESS_03_ZS_kapa_22,RW,3,0x0,63,7,63
179,ZESUPPRESS,3,ZS_c_i_22,0x063e,ZESUPPRESS_03_ZS_c_i_22,RW,3,0x0,255,13,255
181,ZESUPPRESS,3,ZS_pass_i_22,0x063f,ZESUPPRESS_03_ZS_pass_i_22,RW,3,0x0,1,21,1
182,ZESUPPRESS,3,ZS_mask_i_22,0x063f,ZESUPPRESS_03_ZS_mask_i_22,RW,3,0x0,1,22,1
184,ZESUPPRESS,3,ZS_lambda_23,0x0640,ZESUPPRESS_03_ZS_lambda_23,RW,3,0x0,127,0,127
185,ZESUPPRESS,3,ZS_kapa_23,0x0640,ZESUPPRESS_03_ZS_kapa_23,RW,3,0x0,63,7,63
187,ZESUPPRESS,3,ZS_c_i_23,0x0641,ZESUPPRESS_03_ZS_c_i_23,RW,3,0x0,255,13,255
189,ZESUPPRESS,3,ZS_pass_i_23,0x0642,ZESUPPRESS_03_ZS_pass_i_23,RW,3,0x0,1,21,1
190,ZESUPPRESS,3,ZS_mask_i_23,0x0642,ZESUPPRESS_03_ZS_mask_i_23,RW,3,0x0,1,22,1
192,ZESUPPRESS,3,ZS_lambda_24,0x0643,ZESUPPRESS_03_ZS_lambda_24,RW,3,0x0,127,0,127
193,ZESUPPRESS,3,ZS_kapa_24,0x0643,ZESUPPRESS_03_ZS_kapa_24,RW,3,0x0,63,7,63
195,ZESUPPRESS,3,ZS_c_i_24,0x0644,ZESUPPRESS_03_ZS_c_i_24,RW,3,0x0,255,13,255
197,ZESUPPRESS,3,ZS_pass_i_24,0x0645,ZESUPPRESS_03_ZS_pass_i_24,RW,3,0x0,1,21,1
198,ZESUPPRESS,3,ZS_mask_i_24,0x0645,ZESUPPRESS_03_ZS_mask_i_24,RW,3,0x0,1,22,1
200,ZESUPPRESS,3,ZS_lambda_25,0x0646,ZESUPPRESS_03_ZS_lambda_25,RW,3,0x0,127,0,127
201,ZESUPPRESS,3,ZS_kapa_25,0x0646,ZESUPPRESS_03_ZS_kapa_25,RW,3,0x0,63,7,63
203,ZESUPPRESS,3,ZS_c_i_25,0x0647,ZESUPPRESS_03_ZS_c_i_25,RW,3,0x0,255,13,255
205,ZESUPPRESS,3,ZS_pass_i_25,0x0648,ZESUPPRESS_03_ZS_pass_i_25,RW,3,0x0,1,21,1
206,ZESUPPRESS,3,ZS_mask_i_25,0x0648,ZESUPPRESS_03_ZS_mask_i_25,RW,3,0x0,1,22,1
208,ZESUPPRESS,3,ZS_lambda_26,0x0649,ZESUPPRESS_03_ZS_lambda_26,RW,3,0x0,127,0,127
209,ZESUPPRESS,3,ZS_kapa_26,0x0649,ZESUPPRESS_03_ZS_kapa_26,RW,3,0x0,63,7,63
211,ZESUPPRESS,3,ZS_c_i_26,0x064a,ZESUPPRESS_03_ZS_c_i_26,RW,3,0x0,255,13,255
213,ZESUPPRESS,3,ZS_pass_i_26,0x064b,ZESUPPRESS_03_ZS_pass_i_26,RW,3,0x0,1,21,1
214,ZESUPPRESS,3,ZS_mask_i_26,0x064b,ZESUPPRESS_03_ZS_mask_i_26,RW,3,0x0,1,22,1
216,ZESUPPRESS,3,ZS_lambda_27,0x064c,ZESUPPRESS_03_ZS_lambda_27,RW,3,0x0,127,0,127
217,ZESUPPRESS,3,ZS_kapa_27,0x064c,ZESUPPRESS_03_ZS_kapa_27,RW,3,0x0,63,7,63
219,ZESUPPRESS,3,ZS_c_i_27,0x064d,ZESUPPRESS_03_ZS_c_i_27,RW,3,0x0,255,13,255
221,ZESUPPRESS,3,ZS_pass_i_27,0x064e,ZESUPPRESS_03_ZS_pass_i_27,RW,3,0x0,1,21,1
222,ZESUPPRESS,3,ZS_mask_i_27,0x064e,ZESUPPRESS_03_ZS_mask_i_27,RW,3,0x0,1,22,1
224,ZESUPPRESS,3,ZS_lambda_28,0x064f,ZESUPPRESS_03_ZS_lambda_28,RW,3,0x0,127,0,127
225,ZESUPPRESS,3,ZS_kapa_28,0x064f,ZESUPPRESS_03_ZS_kapa_28,RW,3,0x0,63,7,63
227,ZESUPPRESS,3,ZS_c_i_28,0x0650,ZESUPPRESS_03_ZS_c_i_28,RW,3,0x0,255,13,255
229,ZESUPPRESS,3,ZS_pass_i_28,0x0651,ZESUPPRESS_03_ZS_pass_i_28,RW,3,0x0,1,21,1
230,ZESUPPRESS,3,ZS_mask_i_28,0x0651,ZESUPPRESS_03_ZS_mask_i_28,RW,3,0x0,1,22,1
232,ZESUPPRESS,3,ZS_lambda_29,0x0652,ZESUPPRESS_03_ZS_lambda_29,RW,3,0x0,127,0,127
233,ZESUPPRESS,3,ZS_kapa_29,0x0652,ZESUPPRESS_03_ZS_kapa_29,RW,3,0x0,63,7,63
235,ZESUPPRESS,3,ZS_c_i_29,0x0653,ZESUPPRESS_03_ZS_c_i_29,RW,3,0x0,255,13,255
237,ZESUPPRESS,3,ZS_pass_i_29,0x0654,ZESUPPRESS_03_ZS_pass_i_29,RW,3,0x0,1,21,1
238,ZESUPPRESS,3,ZS_mask_i_29,0x0654,ZESUPPRESS_03_ZS_mask_i_29,RW,3,0x0,1,22,1
240,ZESUPPRESS,3,ZS_lambda_30,0x0655,ZESUPPRESS_03_ZS_lambda_30,RW,3,0x0,127,0,127
241,ZESUPPRESS,3,ZS_kapa_30,0x0655,ZESUPPRESS_03_ZS_kapa_30,RW,3,0x0,63,7,63
243,ZESUPPRESS,3,ZS_c_i_30,0x0656,ZESUPPRESS_03_ZS_c_i_30,RW,3,0x0,255,13,255
245,ZESUPPRESS,3,ZS_pass_i_30,0x0657,ZESUPPRESS_03_ZS_pass_i_30,RW,3,0x0,1,21,1
246,ZESUPPRESS,3,ZS_mask_i_30,0x0657,ZESUPPRESS_03_ZS_mask_i_30,RW,3,0x0,1,22,1
248,ZESUPPRESS,3,ZS_lambda_31,0x0658,ZESUPPRESS_03_ZS_lambda_31,RW,3,0x0,127,0,127
249,ZESUPPRESS,3,ZS_kapa_31,0x0658,ZESUPPRESS_03_ZS_kapa_31,RW,3,0x0,63,7,63
